51,52,1,1,1,1,1,1,1,53,54,1,1,1,1,1,1,1,1,1
59,60,1,1,1,1,1,1,1,61,62,1,1,1,1,1,1,1,69,1
1,1,1,1,1,1,1,1,1,19,19,1,1,1,1,1,1,1,77,1
1,1,49,50,1,1,1,1,1,19,19,1,1,1,49,50,1,1,1,1
1,1,57,58,1,1,1,1,1,19,19,1,1,1,57,58,1,1,1,1
1,1,1,1,48,1,1,1,1,19,19,1,1,1,1,1,1,1,1,1
1,1,1,48,1,1,1,1,1,19,19,1,1,1,1,1,1,1,64,1
1,1,1,1,1,1,1,1,1,19,19,1,1,48,1,48,1,1,1,1
1,64,1,1,1,1,1,1,1,19,19,1,1,1,1,1,48,1,1,1
1,1,1,1,1,1,1,1,1,19,19,1,1,1,1,48,1,1,1,1
1,1,1,64,1,1,1,1,1,19,19,1,1,1,1,1,1,49,50,1
1,1,1,1,1,1,1,1,1,19,19,1,1,1,1,1,1,57,58,1
1,70,1,1,1,1,1,1,1,19,19,1,1,1,1,1,1,1,1,1
1,78,1,1,1,1,1,1,1,19,19,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,19,19,1,1,1,1,1,1,1,1,1
