9,9,9,9,9,1,1,1,19,19,1,1,1,1,1,1,12,12,12,12
9,9,9,9,9,1,1,1,19,19,1,1,1,1,1,1,12,12,12,12
9,9,9,9,9,1,1,1,19,19,1,1,1,1,1,1,12,12,12,12
9,9,9,9,9,1,1,1,19,19,1,1,1,1,1,1,12,12,12,12
9,9,9,9,9,1,1,1,19,19,1,1,1,1,1,1,1,1,1,1
9,9,9,9,9,1,1,1,19,19,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,19,19,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,19,19,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,19,19,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,19,19,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,19,19,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,19,19,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,19,19,1,1,1,1,1,1,1,1,22,1
38,39,1,1,1,1,1,1,19,19,1,1,1,1,1,1,1,1,1,1
46,47,1,1,1,1,1,1,19,19,1,1,1,1,1,1,1,1,1,1
