32,34,35,34,35,34,35,33,1,1,1,1,1,1,1,10,10,10,10,10
40,42,43,42,43,42,43,41,1,1,1,1,1,1,1,10,10,10,10,10
32,34,35,34,35,34,35,33,1,1,1,1,1,1,1,10,10,10,10,10
40,42,43,42,43,42,43,41,1,1,1,1,1,1,1,10,10,10,10,10
1,40,41,40,41,40,41,1,1,1,1,1,1,1,1,10,10,10,10,10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53,54
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,61,62
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
